,HGNC Symbol
11173,TXLNB
11180,SAMD3
11181,TMEM200A
11183,DACT2
11188,IL31RA
11189,ANKRD55
11197,GALNT10
11200,HCN1
11201,MYOZ3
11203,NEUROD6
11204,BMT2
11205,GPR85
11210,BMPER
11213,KIF6
11214,ZNF12
11215,SLC29A4
11217,STEAP1
11219,SP8
11220,MIOS
11221,ELAPOR2
11224,IQUB
11225,HEY1
11230,COL1A2
11231,FNDC1
11233,SLC13A4
11238,CTSB
11239,SOX17
11240,HP
11241,ADCY1
11242,C8orf48
11244,C7orf57
11245,HNF4G
11247,RAD21
11248,SLC30A8
11251,SBSPON
11253,EN2
11254,KCNV1
11255,CSMD3
11256,SPIDR
11261,DEFA6
11264,SUN1
11265,OXR1
11266,TMEM74
11269,UNCX
11270,TMEM184A
11273,MICALL2
11275,INTS1
11277,SLC4A2
11279,FASTK
11284,ALDH7A1
11288,YWHAZ
11294,DCSTAMP
11298,FREM1
11310,PSIP1
11314,SYK
11316,ABCA1
11322,ZMAT4
11323,NKX6-3
11325,MAMDC2
11328,C8orf34
11329,TMC1
11330,ALDH1A1
11332,HGSNAT
11335,KIF27
11337,HNRNPK
11339,SVEP1
11340,TRPV6
11345,ZHX1
11346,CFAP47
11347,CYBB
11349,METTL27
11351,SHOC1
11355,RNF183
11357,PCDH19
11366,WNK2
11367,ATP7A
11370,HDX
11372,AQP7
11373,NOL6
11376,VCP
11379,BRWD3
11380,SLITRK5
11382,ARMC3
11385,FAT3
11386,DEUP1
11388,SLC7A3
11391,GPR101
11393,LRFN5
11394,LRRC18
11396,WRN
11398,TSHR
11406,FOLR2
11407,INPPL1
11408,PHOX2A
11413,HEPACAM
11414,SKA3
11416,DDIAS
11417,PCF11
11419,RPL10L
11422,DNAAF2
11424,MAGEC3
11425,ZNF22
11426,KLHDC2
11427,EML5
11435,CDX2
11438,KBTBD6
11441,OTX2
11442,FAAH2
11443,DRGX
11445,DACT1
11451,TAF3
11452,VSTM4
11453,VDAC2
11456,SLC18A2
11460,QSOX2
11462,NSD1
11466,CLEC1B
11467,SNAPC4
11470,ENTR1
11474,TSC1
11475,GFI1B
11481,RET
11483,BMS1
11485,JCAD
11490,SLC39A2
11493,ARHGEF40
11499,BTNL9
11500,CCDC186
11503,SALL2
11506,ERICH6B
11507,CYP2C19
11514,E2F7
11515,ARHGAP42
11517,OTOGL
11519,PACSIN3
11520,TTC7B
11524,AGBL2
11532,CLMN
11533,PDZRN4
11536,NELL1
11539,CACNB2
11543,CEP295
11544,KCNC2
11546,ABTB2
11548,AMOTL1
11549,HTRA1
11550,LIPC
11551,CEP57
11552,TCP11L2
11554,SPRED1
11560,GLB1L3
11561,ADAMTS15
11574,FBN1
11580,BRD7
11593,NOLC1
11596,GABRB3
11597,SPIC
11599,SGPL1
11601,CCT2
11603,ARIH1
11608,ZNF202
11611,CYYR1
11612,CUL5
11613,MYRFL
11616,C2
11617,PLEKHF1
11625,TRIM44
11630,DCHS1
11631,NETO1
11632,MSS51
11634,USP54
11635,RAG1
11636,POTED
11641,ATP9B
11642,PPFIBP2
11645,SERPINB7
11648,TUB
11650,LMO1
11652,WDR72
11654,PLD4
11656,XRRA1
11658,RNF169
11660,DENND2B
11662,TMEM130
11663,PRTG
11666,ATMIN
11667,C16orf46
11670,LEO1
11671,ZNF143
11674,WEE1
11676,PRKCB
11678,NDST2
11679,MCM7
11682,CLEC4E
11684,CLEC4D
11685,ZSCAN21
11687,A2ML1
11694,GALR1
11695,TMEM135
11698,CENPV
11699,CDH16
11702,CFAP52
11706,SERPINB12
11709,MMP10
11713,COG1
11714,PLEKHA7
11715,ZNF606
11717,B2M
11720,HTR3A
11722,ACSM1
11723,AP1G1
11725,CATSPER2
11727,MARF1
11734,FAM111A
11736,KIF7
11741,MESP1
11742,ANPEP
11743,SCNN1G
11745,NAV2
11747,GLYATL1
11751,PLK1
11754,ZBTB39
11757,MYO1A
11758,CHP2
11761,NAB2
11763,STAT6
11764,PATL1
11767,STX3
11779,MS4A14
11783,EPB42
11785,SMAD3
11787,CCDC178
11789,MAP1A
11794,MARS1
11795,MBD6
11796,CNPY4
11800,TERB2
11801,NKX3-1
11802,SGSM1
11804,TEF
11805,MEI1
11815,BPIFB6
11818,ACSF2
11825,CERCAM
11827,CCDC103
11833,ISLR2
11837,GPRC5B
11843,NOD2
11845,LOXHD1
11846,KATNAL2
11848,ZNF91
11850,RNF214
11851,CDK12
11859,TBC1D16
11861,MYO5B
11865,RRM1
11869,OR51B5
11870,OR51I1
11871,OR51Q1
11876,ZNF226
11877,ZNF180
11879,ZNF668
11880,ZNF646
11883,LPO
11885,SMG8
11886,TPM4
11893,GATAD2A
11894,MVD
11896,TRAPPC2L
11897,ANKRD11
11907,KMT2D
11911,TUBA1C
11913,ZNF528
11916,NCKAP5L
11922,AXL
11926,LAIR1
11927,TTYH1
11928,LENG8
11930,LAIR2
11931,TMEM145
11933,TRAPPC9
11934,KIR3DL1
11935,NLRP7
11937,ZNF283
11939,SPINT2
11940,C19orf33
11947,EEF2
11952,PLIN4
11954,ZNF444
11959,GPT
11960,KIFC2
11963,SERPINF2
11964,WDR81
11965,SRR
11967,TRPV3
11970,GGT6
11971,KLK6
11973,KLK2
11976,KLK11
11978,ZNF83
11981,ACER1
11992,NDUFV1
11997,PRDX2
12000,ZNF232
12003,CD300A
12004,TEKT1
12009,EVPL
12010,SRP68
12014,TMEM68
12016,GSDMA
12024,E4F1
12025,DNASE1L2
12027,CASKIN1
12028,ABCA3
12030,SRRM2
12031,ZNF597
12032,NLRC3
12033,SDHAF2
12034,DDB1
12036,VWCE
12037,RAB3IL1
12039,FTH1
12041,POLR2G
12046,C2CD3
12047,TRANK1
12048,TTC21A
12049,RPSA
12051,CTNNB1
12052,ULK4
12055,NAALADL1
12058,SLC22A11
12060,GCK
12062,CCDC88B
12068,PAFAH1B2
12076,SETD5
12077,VASN
12078,FAM83B
12083,HOOK3
12084,MAPK1IP1L
12086,RBPJ
12087,LMBRD1
12089,PTGDR
12096,DNAJC7
12097,KCNV2
12099,PTF1A
12101,FOXI1
12111,H1-4
12112,PCMTD1
12114,MPLKIP
12115,ACOX2
12116,FAM107A
12117,IRF2
12121,XIRP1
12122,INSM2
12124,SCN11A
12137,KCNG4
12138,RHOH
12143,SCNN1B
12145,TXNDC2
12146,RAB31
12147,REEP4
12148,TNXB
12151,BMP1
12154,CCDC110
12157,CAVIN2
12159,GBX2
12163,FNTA
12165,MYL1
12166,TRAPPC11
12168,COL3A1
12172,SNRNP48
12178,ADAM29
12179,STAT3
12182,ADAM18
12184,MUCL3
12186,AXIN2
12188,VWA3B
12190,UGT3A2
12192,LDLRAD4
12193,KCTD19
12195,IL7R
12197,LRP1B
12200,DNAJC21
12202,NPNT
12207,CNNM3
12209,TET2
12212,SHOX2
12213,PPIP5K1
12215,ABHD15
12216,ZBTB5
12219,LCMT2
12222,ZNF507
12228,HTR1E
12229,FSTL5
12232,SOX14
12234,SFTPB
12235,USP39
12236,TNIP2
12240,VAMP5
12244,PLA2G4F
12246,ZNF608
12247,SLC35G2
12248,INPP5D
12252,TRIM49
12259,MFF
12260,GRM5
12273,COL4A3
12274,MAP2K1
12277,IRS1
12280,UPF3A
12281,ZBBX
12283,ROR2
12286,VXN
12287,HSPBAP1
12289,SLC25A6
12294,ODAD2
12295,AFAP1L2
12296,ZNF354A
12297,ATF5
12302,PCSK9
12305,MN1
12309,IL13
12312,RAB3B
12313,OR6F1
12318,LMAN2
12319,GCSAML
12320,RAB24
12322,THBS3
12325,EFNA1
12326,C7
12328,SH3TC2
12330,ZRSR2
12331,NMD3
12334,GRIN1
12336,KCNAB1
12344,C22orf15
12347,PDILT
12349,GP2
12350,SLC33A1
12353,SIN3A
12354,ARL13B
12359,RSPH10B2
12363,NPR1
12366,SCN9A
12368,COL22A1
12373,SPRR1A
12378,PLEKHA2
12380,SLC38A11
12383,CCDC8
12384,METTL15
12386,MUC15
12388,ZEB2
12390,PCBP1
12394,CLIC3
12396,BNC1
12399,ANTXR1
12408,HIC2
12409,LUZP1
12410,HEXD
12411,DRD5
12412,BUB1
12414,LRRC45
12419,ASPSCR1
12421,FASN
12422,CNBP
12426,GPS1
12435,NLGN1
12437,UGP2
12438,TAS2R1
12443,HNRNPF
12445,CSGALNACT2
12446,TACR3
12448,PCDH7
12449,ROBO1
12451,AVEN
12453,CTNND2
12454,TRIM56
12455,MUC17
12458,CALML6
12459,REPS2
12460,MUC3A
12462,ITGAM
12464,TPST1
12470,OTUD7A
12471,GUSB
12472,BRD3
12474,FRMPD4
12475,ZFPM2
12476,ZNF764
12481,TMEM42
12485,ZNF35
12489,MYO7B
12490,CHD3
12492,MYRIP
12493,ALCAM
12503,SIMC1
12506,SPDYE5
12507,SERPINA6
12510,FOXD4
12513,HNRNPA3
12514,SIK2
12515,RNF150
12520,HOXD12
12523,SLC16A5
12529,PWWP2A
12531,USP47
12533,MRGPRX1
12534,ZNF212
12536,FAM161A
12544,CNGB3
12552,UBB
12553,NFRKB
12555,FRMPD2
12556,PRDM10
12563,CST2
12568,SEMA3E
12569,LRRN2
12570,SLC30A1
12571,DCLK2
12572,ZNF804A
12573,GPRC5C
12576,KRT8
12577,KRT78
12582,KRT86
12585,KRT75
12586,DENND5B
12592,RALGAPB
12596,SLC23A2
12597,KRT74
12598,NPAS2
12599,KRT72
12601,LONRF2
12604,PA2G4
12607,KRT83
12608,PFKFB3
12610,ARL6IP1
12613,IRX1
12614,CDH2
12615,IRX2
12619,STAT2
12621,IRF2BP1
12624,FOXA3
12626,SLC26A5
12628,SGCD
12631,ARMC10
12635,ATF7
12644,SYT9
12645,KCNS3
12646,RBMXL2
12647,KIF5B
12649,AKAP13
12653,SDR16C5
12654,DYDC1
12655,OR10A2
12656,CHCHD7
12657,HTRA3
12661,FSHR
12662,USP32
12663,CEL
12664,PPM1D
12665,GPR27
12672,KIAA0232
12675,RNF139
12678,CYTL1
12685,PAQR8
12688,TANC2
12689,OR7G2
12691,PKHD1
12699,ZNF415
12702,DCDC1
12708,HS6ST2
12715,FPR2
12716,FPR1
12722,C11orf24
12723,ALK
12728,INSR
12730,GIMAP8
12742,SOCS5
12746,ZNF672
12750,OR2M4
12751,GRIK1
12752,MUC7
12757,TRIM8
12758,NETO2
12761,CDC42BPG
12763,JUNB
12766,UGT2B7
12767,LRG1
12768,SHCBP1
12770,NPTX1
12775,CANT1
12777,ZDHHC16
12781,CHD7
12782,ESCO2
12784,KRT15
12786,KRT38
12787,CLCN5
12788,TPPP
12789,KCND3
12792,KRT13
12794,KRT9
12796,PDE7B
12804,MCC
12808,DSEL
12810,ASXL1
12812,DLK2
12814,ZNF318
12816,WIPF2
12820,NLRP5
12824,LRRC8D
12825,MROH2B
12829,COL24A1
12830,ETFDH
12831,OR1N1
12832,RXFP1
12834,PTGER4
12839,ECEL1
12841,FGG
12842,FGA
12843,OR2AT4
12845,PLRG1
12848,DSCAM
12849,DNAI2
12850,NMUR1
12853,ZNF274
12854,PIK3CD
12860,BPTF
12862,ZIK1
12866,ATF7IP
12867,LKAAEAR1
12871,ANO5
12872,HDAC3
12874,GPHN
12876,TMEM51
12877,CAMTA1
12879,LRRC34
12880,PAH
12888,BCL2
12892,KNDC1
12893,WDR87
12895,CFAP46
12897,PWWP2B
12898,PCDHB1
12899,ZNF540
12903,ZNF570
12904,NINJ2
12905,MLLT3
12908,TRAPPC12
12913,TEP1
12918,KLF17
12919,ADRA1D
12920,FRMD5
12923,TLN2
12926,FBXW10
12928,ZNF217
12931,OR52A5
12932,SCG2
12934,CYP4F22
12940,JMJD1C
12943,ZNF556
12948,REG3A
12949,GAP43
12958,LRRC15
12960,EIF2AK3
12966,CD8B
12968,CALB2
12969,SLC9C1
12974,CCL11
12980,MALT1
12981,PRL
12988,GPR22
12992,TPSAB1
12999,ZNF131
13000,MACROD2
13007,SPTLC3
13012,CLEC12A
13016,ALG14
13021,IL16
13022,ABCG4
13026,OR5B12
13031,OR9I1
13032,ARNT2
13036,SYNPO2
13049,FUT9
13055,RAB40A
13060,AFF1
13061,ACOT12
13062,FIBP
13063,CARNS1
13066,PPP1CA
13067,HCFC1
13072,SNTG2
13074,PDE3A
13075,RASGRP1
13076,KLHL6
13084,AGAP5
13089,THEMIS
13091,ZNF738
13093,SLFN11
13098,LRRC20
13103,ZNF596
13104,COL6A5
13107,NAA16
13117,DCP2
13120,CYP7B1
13122,RARG
13125,SSH3
13128,SP3
13130,DMXL1
13134,NADSYN1
13136,LVRN
13137,NBEA
13139,MYEOV
13142,MYD88
13144,OXSR1
13145,SLC22A13
13146,PHF8
13150,FRG2C
13152,SH3RF3
13154,HPSE2
13156,ARPP21
13159,GRK2
13160,RELA
13161,EVC2
13162,ZNF680
13163,HECTD4
13165,BNC2
13170,HSPA6
13172,LRRN3
13173,KDM2A
13175,ADCK5
13178,ESRRA
13180,ADAMTS20
13184,ADCY5
13185,PARP14
13186,CYSLTR1
13187,PARP15
13190,ABLIM3
13191,MAB21L3
13192,TUBB8B
13196,IQCB1
13198,GOLGB1
13202,DMRT2
13208,MMRN2
13210,TNKS
13212,ZBTB21
13216,STOX2
13217,MAP3K11
13225,NDNF
13228,GLIPR1L1
13231,DAB1
13247,ZNF417
13248,PTPRM
13251,PEAK1
13253,MST1
13254,TNFRSF10C
13258,CSPG4
13263,NLRP13
13264,CHD2
13268,CEP83
13269,SULT1B1
13271,PC
13276,LRFN4
13279,SLC19A1
13281,RCE1
13285,EIF1AX
13289,PSMD1
13293,SUSD5
13294,HEG1
13295,WFIKKN2
13300,STAT5B
13301,CD7
13306,TDRD12
13309,RNF213
13311,KCNH6
13313,PLK3
13314,NET1
13318,ZNF791
13319,PHC3
13321,CBX2
13322,SPTBN2
13324,KRT28
13325,RBM4B
13331,SLCO4C1
13345,TENT5D
13349,CD34
13350,CTSF
13351,MSRB3
13352,LEMD3
13354,TLR10
13356,TLR6
13358,RGMB
13359,FAM53A
13364,TRMT10C
13365,SELP
13367,MGA
13371,PIGG
13372,PRPF8
13373,ADCY6
13378,ZNHIT2
13379,EVX2
13380,ZBTB4
13382,ZHX3
13385,SLC16A13
13386,GLIS1
13388,CHRNA9
13390,SLC6A19
13392,RALGAPA1
13393,LIG4
13394,TRHR
13395,GTF2IRD2B
13397,ATP2A2
13401,STARD6
13402,GOLGA6L2
13405,ZCCHC12
13406,CNTNAP2
13407,GALNTL6
13408,LINGO2
13410,DENND4A
13411,IGDCC3
13412,GCSAM
13413,ANKRD36C
13414,SLC26A9
13416,PELI3
13418,MYO1H
13421,KLK15
13426,MSL2
13427,ZNF497
13429,CMKLR1
13430,ANGEL2
13434,SLCO2A1
13437,SLC29A2
13438,BRSK2
13441,LEP
13443,RESF1
13447,PABPC5
13451,HRAS
13452,WDR49
13453,SRP72
13458,CEP135
13463,ADGRE1
13467,DNAH12
13471,NLRP6
13473,RSRC1
13474,CATSPERD
13481,SEZ6L2
13482,ASPHD1
13489,FUT1
13490,DHX36
13491,OR5J2
13492,ZIC4
13499,SLC22A1
13501,CTBP2
13502,CHST2
13504,ATR
13506,DSG4
13507,GK5
13514,TRAF6
13518,PACS1
13519,WFDC5
13524,CADM2
13526,RPN1
13539,CKAP5
13540,ARHGAP1
13541,MED16
13542,ATG13
13543,GAL3ST3
13546,GOLGA8A
13547,VWA3A
13552,CATSPER1
13553,CCNE2
13558,ZNF519
13561,ISX
13566,NRIP3
13568,SCUBE2
13570,SMAD2
13575,CLTB
13576,PCSK1
13577,LPL
13583,MCTP1
13587,DPP10
13589,TSGA10IP
13591,UBQLNL
13597,ALG10B
13599,LONRF3
13600,UCP3
13606,P2RY2
13608,ERCC4
13609,SUGCT
13613,RPS6KB2
13614,RMI2
13619,GPR156
13638,CCDC168
13639,CTDNEP1
13640,ETV4
13641,SWI5
13645,CREG2
13648,ZDHHC21
13649,TSPEAR
13651,A2M
13652,ARL4D
13654,LRRN1
13655,UBE2O
13657,KLHL38
13659,DENND2C
13665,B3GALT6
13666,ZNF613
13667,C11orf16
13668,TMPRSS7
13670,JAKMIP2
13672,TPRN
13676,CRYBG2
13680,YES1
13682,UFSP1
13684,TMEM39A
13687,CCDC57
13689,FOXG1
13690,SPHK1
13692,ENTHD1
13695,OR11H4
13697,LRRTM4
13698,ATAD5
13702,RTTN
13716,ZNF135
13733,RIMS2
13734,KCMF1
13736,SPRYD4
13738,CLEC14A
13739,SYNE3
13740,CLK2
13741,LPCAT4
13742,SLCO3A1
13743,ZNF575
13754,USF3
13758,DCAF4L2
13760,CNBD1
13761,KBTBD11
13763,MAP3K19
13766,MEX3C
13769,MYO1D
13783,MAGEB6
13785,TCERG1L
13786,NCKAP5
13790,OR52E2
13794,LRRC37A3
13796,IRX5
13798,FAM91A1
13801,SOX11
13802,TYMS
13806,TCEANC
13812,C8G
13814,OR51S1
13816,EFCAB5
13818,MUC20
13826,TRIM60
13828,FMR1NB
13829,SMCR8
13830,MTHFR
13833,DEAF1
13836,SIX5
13838,FBXO46
13843,POLE
13846,DSCAML1
13848,EPS8L2
13858,ULK1
13860,RIMKLA
13861,CLVS1
13863,RPS6KA3
13866,CHD9
13869,OR2T33
13871,TRIM72
13875,KCNA3
13881,KCNA2
13885,BEND2
13887,C10orf71
13891,PPFIA3
13892,MAGEF1
13893,UMODL1
13894,SAMD9L
13897,TGIF1
13902,ERICH5
13903,OR2T8
13904,NR2C2
13910,ARIH2
13917,ST8SIA3
13918,RPRM
13925,TBL1XR1
13927,CD163
13929,PIDD1
13930,ZNF491
13933,JUN
13934,CSTF2T
13938,ACAD9
13944,CD163L1
13945,SRRM3
13946,THAP5
13951,DNAJC28
13953,NAALADL2
13956,FAM20C
13958,SLC35G5
13960,TMEM94
13961,FLII
13963,HNRNPA0
13965,MYOZ1
13968,PCDHB9
13976,GRB2
13977,ZBTB41
13979,SPATA31C2
13981,ZNF354C
13983,MAMDC4
13987,RIC8A
13992,DPY19L2
13993,SPATA31E1
13999,ADAMTSL1
14001,IMPDH2
14002,ALS2CL
14003,MLF1
14006,GRAMD1C
14008,HTR3C
14011,PDE4DIP
14012,DDX10
14015,NDUFV2
14018,ZNF518B
14019,AMER3
14024,ZNF454
14025,SH2B1
14028,POGLUT3
14029,PLEC
14032,PRSS36
14033,ZNF543
14034,TMEM151B
14036,SLITRK1
14037,WDR6
14042,TMPRSS9
14045,ZNF354B
14052,PLEKHM3
14053,ZNF223
14054,HTR1A
14060,BEND3
14063,GLDC
14066,TUBAL3
14067,P4HTM
14069,DTX3
14071,AMBN
14073,SLC25A20
14077,ERBB4
14078,MAF
14079,CTNNBIP1
14082,PSAPL1
14088,CSRNP3
14089,ZNF713
14092,SUZ12
14094,KCTD12
14104,ZHX2
14105,CPN2
14108,CD300LB
14114,OPLAH
14118,EFCAB13
14119,MSC
14124,TAF7
14126,FOXE1
14127,PFAS
14130,TPRX1
14132,ZNF552
14134,GAK
14137,ERICH3
14139,CTC1
14151,KLHDC7A
14153,RRS1
14155,TRIML2
14158,IGSF22
14160,ZFP42
14162,FAM133A
14164,C12orf42
14167,HTR1F
14168,TMTC2
14170,FARSA
14172,C10orf67
14173,SAMD4B
14177,EDC3
14186,CALR
14189,LDLRAD3
14190,CDH4
14197,PTPN11
14198,NSUN7
14199,RTL3
14201,WSCD1
14204,HLA-DQB1
14205,GATA2
14208,PACS2
14212,GPC5
14218,KLHL28
14219,MKRN3
14220,ZBTB18
14223,ALOX12B
14227,DNHD1
14228,SLITRK4
14233,CIITA
14234,ZFPM1
14238,GRM8
14250,WDR97
14251,NLRP8
14253,APOBEC3B
14255,PIPOX
14256,FOXS1
14258,CDH5
14259,LRRC3B
14261,MRGPRX4
14263,MRGPRX3
14271,ABCA13
14272,NLRP11
14274,PDXDC1
14280,NRXN1
14281,SEPHS2
14284,ZNF784
14285,ZNF648
14287,CCR8
14290,FIZ1
14291,PUF60
14292,SSC5D
14294,ZNF771
14295,TSHZ1
14297,SOCS4
14306,ANKRD18A
14310,SEPTIN1
14313,TDRD6
14314,C12orf40
14318,MED14
14319,FAHD1
14321,RCC1
14324,F2
14326,PRKRA
14329,SLC9A4
14330,ZNF816
14331,FGD6
14333,GPR139
14334,PLD5
14338,ALX1
14341,MEIOC
14344,ITPRID1
14345,HCLS1
14347,ZNF609
14348,PAK2
14349,CCDC66
14352,MCFD2
14359,GAS1
14360,ARHGAP45
14363,GLIPR1L2
14372,FUT7
14373,H2AC6
14375,SKIDA1
14377,MB21D2
14378,GSX2
14379,SSTR2
14380,ZNF594
14383,PRF1
14385,MAB21L1
14387,TMEM64
14390,CHRM4
14392,S1PR5
14396,AGTR2
14399,ANKRD30B
14400,OR51E1
14402,ARSJ
14403,HOXC9
14404,MAP3K15
14405,PPA1
14406,HOXC10
14411,CXCR2
14416,CAPS2
14418,CUEDC1
14419,SCRIB
14423,CMTR2
14425,FAM83H
14427,OR56A1
14428,ZNF572
14433,OR52N2
14449,SLC25A42
14454,CHRM2
14455,OR52N4
14457,EHMT1
14463,NPM1
14465,DHTKD1
14466,PENK
14468,C4orf50
14470,ZNF746
14472,TMEM132C
14479,TMEM132E
14483,HEPHL1
14487,CFAP65
14488,DDX60L
14491,WASHC1
14493,AATK
14496,ZNF467
14497,SOX2
14498,ZNF678
14503,OR6T1
14510,SETD2
14512,TMIE
14513,MEX3D
14514,OR52D1
14517,FDCSP
14518,GPR135
14520,ANKRD62
14525,ATG9B
14527,ZNF875
14528,PLAG1
14533,ZBTB20
14540,OR8H2
14548,ADGRB1
14550,SLC9A9
14553,RFX7
14561,ZNF329
14563,OR4C6
14565,ADO
14568,PRKAG1
14572,OR4A16
14578,RTKN2
14580,CHST15
14582,USH1G
14583,MGAT4C
14584,TRIM49B
14585,IDH2
14586,OR52A1
14589,TMEM259
14590,CHD5
14591,TNRC18
14595,ZNF716
14599,TDRKH
14600,ZNF708
14601,IST1
14602,ERCC6L2
14603,MRPL41
14604,ENPP7
14605,CREB3L2
14606,P2RY8
14607,UNC5C
14608,MRGPRG
14610,RGMA
14615,RAD51B
14617,LDOC1
14619,EXT1
14620,SHMT2
14622,HHIPL1
14624,ZAR1
14626,BACE2
14628,SYNM
14629,KCNA4
14630,GABRG3
14631,NLRP10
14632,FIGN
14635,B4GALNT4
14637,C8orf33
14640,MBD3L3
14643,FBXL6
14648,LIPF
14651,ZNF804B
14652,KBTBD3
14664,KCNK4
14666,TSHZ2
14667,CAPN12
14668,EXOC7
14673,BGN
14675,LHFPL1
14676,FES
14678,FAM104B
14682,LIMK2
14688,CLEC4G
14689,SATB1
14691,CSF1R
14692,EPHB3
14693,VCX
14697,HS3ST4
14699,TSPAN10
14701,PLCB1
14705,NDN
14706,CCDC172
14708,NTM
14709,TTC3
14710,KCNB2
14713,GALR2
14719,RGS6
14723,PAPPA
14725,NGRN
14726,GRID1
14728,HCAR2
14733,MAGEB17
14739,PLCXD3
14742,ALG12
14743,LCK
14744,GALNT9
14745,COL18A1
14746,RBM10
14747,ADGRG3
14752,RGS7
14754,ZNF721
14760,OTOP3
14761,EWSR1
14766,SOX1
14767,CNOT10
14770,ZNF662
14771,CADM1
14772,ZNF320
14778,AP2A2
14782,OTOP2
14783,CYLC1
14787,CAMK1D
14791,IGSF5
14794,GAS6
14795,FREM3
14796,NEB
14797,BEGAIN
14798,GPC6
14801,CSMD1
14803,PTGDR2
14805,RIPPLY3
14810,FANCF
14811,CALN1
14814,C2CD4C
14815,CHST6
14816,POTEC
14819,CTNNA3
14820,RIMBP3C
14821,PRR36
14824,DDX41
14827,CCDC60
14829,DAZAP2
14830,CCBE1
14835,TMEM121B
14839,EPHA10
14844,BCOR
14846,CABCOCO1
14848,KIAA2026
14857,RIPK4
14858,LRIT3
14863,GRIN2A
14867,SH2D7
14870,MX2
14871,EP400
14873,TENT5C
14877,PRR14L
14879,ACSM5
14887,ZNRF3
14888,FBXL7
14890,H3C13
14891,SFXN4
14893,FAM167B
14895,ZNF438
14897,CCR3
14899,GOLGA8G
14900,PRR32
14902,RP1L1
14910,TRMT12
14911,PSG9
14913,BMP8A
14918,MRGPRX2
14922,OPCML
14930,CBX6
14931,MACC1
14932,ACSM2A
14938,CHEK2
14939,FOXL2
14941,KCTD16
14943,ZNF703
14944,SLC35F3
14945,KCTD8
14947,NPIPA5
14952,RBM12B
14962,ZNF730
14963,KIRREL1
14964,IQGAP3
14965,CNGA2
14967,SCN5A
14969,UTY
14972,TTC32
14973,LRRC55
14974,DNAH2
14975,MTCP1
14977,PRKX
14978,KMT5A
14979,KCNH8
14985,ST6GALNAC3
14987,ACTG1
14988,TMPRSS2
14989,DENND5A
14990,OR2T10
14995,TBX1
14999,TRIML1
15004,CNTN2
15008,KCNQ3
15016,KCNJ12
15023,DGAT2L6
