,HGNC Symbol
15024,IRAK1
15027,PCDH9
15030,ALDH1A3
15031,H2AC20
15032,KCNK12
15038,TACSTD2
15040,PRKD1
15043,MROH7
15045,SRPK3
15048,SLIT3
15051,KRTAP19-1
15052,H1-5
15054,PKP3
15055,MAP7D2
15057,COLEC10
15060,MAML2
15063,OR4N5
15064,SS18L1
15065,KCND2
15066,TOP1MT
15067,COPB2
15070,KNTC1
15074,WDR27
15078,FOXO4
15081,FOXD4L1
15083,PROS1
15085,NUTM1
15095,SLITRK6
15096,PIWIL3
15098,XPOT
15104,KCNH7
15105,NRP2
15108,OPA1
15109,ZNF93
15110,SEPTIN9
15112,ODF4
15115,RALYL
15116,AMER1
15117,ZBTB40
15127,APOBR
15129,DDX53
15136,OSBP2
15137,TRARG1
15146,RBM33
15147,ARMCX2
15148,BTBD6
15151,RBM43
15157,JAG2
15161,LCN12
15163,WT1
15164,ZFP90
15168,MUC6
15170,USP18
15171,NDUFA6
15179,SLC22A10
15181,RFX6
15182,ROBO2
15183,AP3M1
15184,F8
15192,MROH2A
15195,ANKS1B
15198,SGCZ
15200,C5orf47
15201,KRT76
15202,FLRT2
15203,INTS5
15207,ANO9
15215,H2BC13
15217,NPY2R
15218,MIXL1
15220,LRRC37B
15221,DDX51
15224,ZNF479
15226,NRBP2
15229,TNFAIP2
15230,ZNF445
15231,PGBD2
15234,RAB11B
15236,GP1BA
15241,KIAA0825
15246,KLHL33
15248,GALNT17
15256,ARL15
15257,C12orf56
15258,SCN10A
15260,SOCS1
15261,TCN2
15266,HS6ST3
15275,TARS3
15280,FAM174B
15281,FAM47A
15285,GPRIN3
15286,KRT6B
15290,MUC1
15295,SV2B
15296,FAM131C
15299,PDE6G
15300,PRKG1
15302,DLK1
15304,LSAMP
15305,AHNAK2
15306,OLFML2A
15307,SP1
15313,LMLN
15316,PBX1
15319,KRT79
15320,ZFP36L1
15321,UBE2L3
15322,NTF3
15323,BRWD1
15325,SI
15326,SYN3
15333,MYBL1
15336,ANKFY1
15338,ZNF696
15339,ADARB2
15340,NRG3
15342,C11orf87
15346,KCNQ5
15351,NLRP9
15356,IKZF1
15358,NAT8L
15360,NPAP1
15364,DNAH14
15368,NPIPB4
15369,ZNF829
15374,IFITM1
15375,PRSS38
15381,C16orf54
15383,KLHL34
15385,PTCH1
15389,KRTAP5-5
15392,ZNF267
15393,IRS2
15395,FAM186A
15398,BICD2
15399,LCE3E
15402,GRK1
15404,SLITRK2
15407,LRCH3
15412,ZNF529
15413,ZNF284
15416,KRT73
15417,TAL2
15422,KRT5
15424,GSAP
15427,AGBL4
15428,ARGFX
15434,CYP4F2
15440,POLR3C
15445,CYP4Z1
15447,BCL9L
15449,KIF18B
15452,BPIFB3
15455,EDARADD
15463,ZNF749
15469,GPAT2
15472,GABRA5
15474,ZNF555
15475,OR10T2
15476,NAP1L3
15478,BACE1
15481,SLC36A3
15483,THBS2
15484,RXRA
15488,ZNF75D
15489,CYP4X1
15490,KRT26
15491,KRT10
15492,GOLGA8R
15493,CD300E
15496,GLDN
15499,TRDN
15501,KRT3
15513,PCLO
15517,MYT1L
15519,TMEM222
15521,CLCNKA
15525,FAM86B2
15528,SMYD4
15530,FOXD2
15531,GPATCH8
15534,NF2
15538,UBE2H
15545,PDE2A
15547,CARMIL3
15549,PRR5
15550,ZFP91
15553,MAGEE2
15555,LYRM7
15556,MIA2
15557,CCDC73
15558,BCR
15560,MPPED1
15569,KCNK18
15571,VSIG10L
15575,TPCN1
15576,LILRB4
15581,LCE1A
15582,KRT14
15583,TRABD2A
15586,POFUT2
15589,ERCC6L
15594,FGF3
15598,SERPINA11
15599,P2RY4
15600,ZNF395
15601,ZACN
15606,PPARA
15607,TMEM232
15613,EFCAB6
15617,EMID1
15625,SAMD7
15626,GPR141
15627,TMPRSS6
15628,CYP4A11
15631,TMPRSS11A
15633,C3orf70
15637,PLCD1
15638,CCK
15640,MITF
15641,HEATR4
15643,LILRA5
15645,SLIT1
15653,SHTN1
15656,LCE2A
15664,GCNT1
15665,LCE2D
15669,DYNC2H1
15670,KRT12
15672,BCAM
15673,RSBN1L
15674,NPSR1
15675,WDR86
15676,EPOR
15680,DCC
15682,PCDHB13
15683,MAGI2
15684,LUZP2
15687,FPR3
15692,COL4A1
15695,PTMA
15698,ATP13A5
15701,IFT140
15702,POTEG
15704,AGMO
15705,SBK2
15708,USP7
15709,NOS3
15710,FOXD4L3
15711,NHLRC1
15712,DPPA3
15714,PLEKHN1
15717,TET3
15718,ZNF286A
15722,MYMK
15724,ZKSCAN4
15732,ERC2
15736,TRPV2
15738,EZHIP
15742,SLC18A3
15743,KBTBD12
15744,THSD4
15746,GABRD
15749,NHEJ1
15750,FANCA
15751,SECISBP2
15756,SEMA4D
15758,LIN28B
15760,DNAH17
15763,FANCM
15767,PEAR1
15771,ZFP69
15772,HELT
15773,RTL4
15776,H1-2
15778,EIF4EBP1
15779,P2RX2
15782,CCDC157
15783,TTC24
15785,PALM3
15787,FYB2
15790,DMBT1
15791,CLEC17A
15796,OVCH1
15798,COL14A1
15799,DNER
15808,TPRG1
15812,UBQLN2
15815,ZNF490
15816,CLCN1
15818,NWD1
15819,ARL4C
15824,WNT7B
15829,MESP2
15831,EYS
15836,TMEM215
15837,NUTM2G
15838,COL4A5
15840,AGRN
15841,NHS
15842,OTOG
15845,ZNF626
15846,HEPACAM2
15847,SMTNL2
15850,PRKAR1B
15851,NUTM2B
15852,NCR3LG1
15856,ZNF793
15858,AGAP4
15863,OR7A5
15869,ZNF669
15877,SBK1
15884,FOCAD
15896,SELL
15898,CHM
15899,NOS2
15901,CERKL
15902,SLC24A5
15905,INSC
15906,SERPINA5
15910,KRTDAP
15911,COL25A1
15917,CCDC9B
15919,OR2G6
15920,RALGAPA2
15924,KRTAP1-1
15925,PAQR9
15927,CFAP54
15938,DPYD
15941,CC2D2B
15943,SAXO2
15944,RHCE
15960,FSIP2
15969,ADRB3
15970,SKOR1
15973,PLA2G2E
15977,SHISA6
15979,NHLRC3
15982,ZDHHC11
15983,CALHM6
15985,SLX4
15988,BEND4
15990,ZNF563
15991,TMC3
15998,LRRK2
16003,HACD4
16005,NYX
16015,LRRC66
16016,ZNF292
16019,SBSN
16027,ANKDD1B
16028,ALKBH2
16032,RELN
16033,FAM111B
16035,H1-0
16038,VSTM1
16040,ARID2
16042,SAP130
16043,PRSS48
16044,IL1RAPL2
16047,ANKRD34B
16053,ZNF573
16055,FAM47E
16056,JPT1
16057,ZNF527
16058,ZAR1L
16061,ZNF33A
16064,PCDH18
16065,DCAF8L2
16066,ZNF600
16067,BTBD8
16072,SPANXN3
16073,TRIM64B
16077,FHIT
16080,FOXR2
16081,RRP7A
16082,LIN54
16085,BNIP5
16091,TOGARAM2
16094,KIAA0408
16100,HMGB1
16107,OR2L13
16109,SYCP2
16110,ZNF724
16112,PTPRT
16113,MYBPC1
16114,PAX5
16119,ZNF676
16120,ZNF699
16121,TDRD7
16123,OR8A1
16125,HLA-DRB1
16128,SERPINA3
16131,ZNF250
16133,ZNF79
16135,PLEKHG4
16137,FAT4
16138,KIF19
16140,ZNF681
16141,ACADSB
16143,OR10J1
16144,TMEM63A
16147,HRCT1
16148,MPHOSPH8
16149,GREB1
16150,SIRPB2
16152,RYR1
16153,SRGAP3
16158,LCOR
16159,SUPT5H
16160,XPNPEP3
16161,OR2T2
16162,OR2C3
16163,ZNF107
16165,SFTA2
16166,PPIA
16167,ZNF471
16169,ZNF836
16170,ZNF493
16176,ATP2A1
16178,POM121
16181,STK31
16183,NLGN3
16184,OR8D1
16185,ADH7
16186,ZKSCAN7
16187,ZNF729
16189,CPNE4
16191,NTNG2
16194,PIM1
16195,TRRAP
16198,FUT4
16200,SLC35F1
16203,ZNF140
16204,INCA1
16207,EVL
16208,SPANXD
16211,EPHB4
16214,ZNF124
16219,NBPF4
16221,CRYBA4
16224,ZNF569
16225,ARMCX4
16227,ZNF777
16228,PIK3R4
16229,ZNF775
16232,RFX8
16234,ZNF799
16239,ESRRG
16240,IPO4
16241,NCOR2
16244,PRPF40A
16246,TCEAL3
16247,ANAPC7
16251,NACA
16252,MYO18A
16253,OR2T3
16254,SPTSSB
16256,MAN2A2
16257,MME
16260,CACNA1H
16262,HBG2
16263,LAMA2
16265,PLXNB2
16267,AJAP1
16269,MYO6
16270,MRTFA
16273,ZNF782
16275,POTEF
16276,ZNF846
16278,ADH1B
16279,UGT2B15
16281,WNK3
16291,TECPR2
16292,TLR7
16293,FAM180B
16298,TRPV1
16299,ZNF33B
16304,NF1
16306,ZNF418
16307,DAPK1
16308,LCE1B
16310,COL27A1
16315,ZNF700
16316,POU3F4
16320,TLE1
16321,MAML3
16322,H2AC11
16323,STRN3
16328,ZSCAN16
16333,POTEI
16340,RGPD4
16341,NHLRC2
16342,H2AC7
16346,SCN8A
16347,LAMB3
16351,ANKRD36B
16352,ARHGEF12
16355,FLNA
16356,TMEM26
16357,SRGAP1
16359,NOP9
16363,CASP4
16364,AP2A1
16365,ZNF585A
16366,FUT11
16373,WDR45
16375,ZNF138
16376,ZNF429
16377,ZNF470
16378,SERTAD1
16379,ZNF100
16384,ZNF441
16387,ZNF420
16390,DTHD1
16395,KIAA1671
16396,KRT35
16397,IGF2R
16398,LCE1C
16400,DYNC1H1
16401,SLC6A17
16403,PCBP2
16405,SLC25A29
16406,PGAP1
16407,SRC
16408,ZNF679
16409,ZNF682
16412,ZNF257
16413,PCNX3
16414,ADAM32
16416,LRRC8B
16417,ABCB8
16419,SND1
16422,NEK5
16424,MAGEA6
16426,PIWIL2
16427,NOL4L
16430,ZSCAN5B
16432,LRP1
16433,TBC1D9B
16438,SERPINA1
16439,TPSB2
16445,RAD54B
16446,ZNF165
16447,SYNGAP1
16449,BLM
16453,SVIL
16454,TRIM33
16460,UAP1L1
16461,ZNF98
16462,FBXL22
16463,ZNF786
16465,ZNF675
16467,DACT3
16468,ADARB1
16470,HTT
16473,DIO3
16474,CYP2B6
16475,H3C4
16476,DCHS2
16477,VEPH1
16481,IPP
16484,MAP3K5
16485,OGDHL
16488,HNRNPAB
16493,COL13A1
16494,SPN
16495,ZNF695
16496,PCDHB11
16497,ZNF628
16498,GAL
16500,ZNF665
16501,RPF2
16502,SLC28A3
16503,FAM177B
16504,MIB2
16506,MYO5A
16508,ATG7
16509,SIPA1L1
16514,COL4A6
16515,ZNF624
16517,TOPORS
16520,ENTPD6
16523,ENPP1
16525,FAR1
16526,CPLANE1
16527,ZNF841
16529,MYH6
16532,EOLA1
16534,MPEG1
16536,DPP4
16537,SERPINB13
16538,PDCD1LG2
16539,ZNF433
16541,DNAH10
16543,OR51C1P
16545,SPTAN1
16547,PARVA
16548,KLHL14
16552,ZNF460
16555,RPS26
16563,TXNRD3
16564,CFD
16570,ZNF81
16572,ZNF780A
16573,ATAD3A
16577,ZNF461
16578,CCDC180
16588,GPAA1
16591,ZNF790
16592,PRB3
16593,CYRIA
16594,NMI
16595,NKIRAS1
16597,UGT2B17
16600,KIF13B
16604,H2BC12
16605,TEAD4
16606,SPG7
16607,HRNR
16608,IFNA13
16613,ZNF311
16614,ZNF347
16615,OR5H2
16616,PLCG2
16617,FCHSD1
16618,ZNF71
16622,DNM3
16625,VPS13A
16626,MBP
16628,ELOVL2
16630,LEKR1
16634,KEL
16638,DLGAP2
16640,ENTPD7
16643,ZNF560
16644,TUBA3C
16646,ZNF273
16649,ZNF667
16651,SIRPA
16652,GRK6
16658,SULT1C4
16659,CYP2A7
16662,CD2AP
16664,SFI1
16666,TMPRSS11F
16667,ZNF649
16668,ADH4
16669,OR2T6
16671,CHSY3
16672,TOR4A
16675,OR2L3
16678,ZNF544
16681,ZNF770
16683,HMGN5
16685,MAN1A2
16687,ZNF251
16689,FAM47C
16690,TFDP1
16694,ZNF334
16696,SZT2
16698,ZXDA
16701,CACNA1E
16705,DDX42
16710,HELZ
16713,UCKL1
16715,CARD11
16717,PEG3
16719,ZKSCAN8
16724,ZNF442
16725,ZNF813
16727,DCAF12L2
16732,WWP2
16733,GFPT1
16734,UVRAG
16738,ITSN2
16739,NTRK1
16743,ZNF69
16744,TXNRD1
16747,KRTAP4-1
16751,ZXDB
16752,ZNF480
16757,ZNF808
16761,TMA16
16762,HLA-DRB5
16764,CNGA1
16767,ZNF43
16771,ZNF28
16772,ITGBL1
16777,WDHD1
16779,CTNND1
16781,SLC34A3
16785,ARC
16788,LRBA
16789,ZNF536
16790,MMP17
16791,OR2M2
16792,BAZ1A
16796,MDM4
16797,RYR2
16798,ZNF534
16799,KLHL9
16801,NCOA6
16802,STK39
16804,C6orf89
16806,LPA
16807,TAFA2
16813,PAPSS2
16816,ABCA4
16820,GPX6
16821,CEP290
16824,TOGARAM1
16825,DLL1
16827,ECI2
16828,UNC13B
16831,LDB1
16833,CTR9
16834,SMOC1
16835,F5
16838,ZNF652
16839,SMURF1
16841,GPATCH3
16842,CDC42BPB
16843,PLXNB3
16844,OXCT2
16846,COLGALT2
16850,SYCP1
16852,RCSD1
16856,GRIN3A
16861,MTOR
16863,ZNF521
16864,ALPK2
16865,BRINP2
16866,MAGEB3
16870,PAX9
16874,ZNF358
16877,GRM3
16880,ARHGAP11A
16881,SUCNR1
16882,HMGN2
16887,DENND4B
16888,RYR3
16892,STYXL2
16894,ARHGEF15
16895,TOX
16896,CES2
16898,RUSC2
16904,LTN1
16906,CCDC152
16911,SFMBT2
16918,DCAF12L1
16924,TOP1
16927,MAP3K3
16928,L1CAM
16935,DZIP3
16936,KIAA0753
16937,DCLRE1A
16939,NOS1AP
16947,ZFP2
16949,L3MBTL3
16950,DMD
16952,NAGA
16953,SMG5
16955,TGM2
16960,OR10R2
16972,STUM
16975,CR1
16982,GPR52
16984,FCGR3A
16990,FANK1
16995,KPRP
17002,PNLIPRP3
17004,HSD3B1
17005,HSD3B2
17010,GDI1
17011,PCMTD2
17012,SOX18
17014,OOEP
17015,KHDC3L
17018,SPANXN1
17028,GLYATL3
17040,LIPJ
17048,INPP5B
17050,NEU4
17051,MAFB
17053,CHIC1
17054,GIGYF2
17056,RUFY2
17057,NHSL2
17059,PHACTR4
17062,AGAP6
17069,GPRIN2
17071,MACO1
17073,ZDBF2
17075,AWAT1
17076,DAXX
17077,BMPR2
17082,RXRB
17085,COL11A2
17089,COL5A2
17096,HLA-DRA
17098,COL15A1
17099,TSBP1
17101,NOTCH4
17113,RP1
17122,SDHD
17123,EHMT2
17131,HSPA1L
17135,COP1
17137,MBD5
17143,ABHD16A
17147,C6orf47
17150,TRIM49C
17153,PRRC2A
17156,PRAMEF20
17158,PRAMEF19
17159,PRAMEF14
17166,ZNF814
17167,MICB
17170,MICA
17172,HLA-C
17173,POU5F1
17175,CCHCR1
17176,PSORS1C2
17180,MUC21
17186,KRTAP5-11
17187,KRTAP5-10
17188,ABCF1
17198,TRIM15
17201,TRIM10
17206,DISP3
17208,HLA-G
17209,TBC1D8
17210,NMS
17211,HLA-F
17214,MOG
17215,OR2H2
17219,AKT1S1
17220,GABBR1
17232,TRIM27
17233,MALRD1
17234,RANBP17
17238,MRPL53
17239,MROH6
17240,ATXN2
17241,DCTN1
17243,PNMA8B
17246,ZBTB48
17251,KRTAP4-8
17252,GPR20
17255,KRT25
17265,FAM221B
17267,PSG5
17269,ZNF425
17271,FBXO47
17273,PCDHGA1
17274,PCDHA9
17275,PCDHA8
17276,PCDHA7
17277,PCDHA5
17278,PCDHA4
17279,PCDHA2
17280,PCDHA1
17284,PRSS1
17290,PKHD1L1
17299,FRG2
17311,ZBTB10
17314,LGR4
17316,VIT
17322,MUC12
17334,IPO7
17336,TECPR1
17338,SLCO6A1
17342,CFI
17344,SAMD9
17345,KRT6A
17348,EXOC3L4
17351,KRTAP10-2
17356,OR52J3
17360,RGL3
17361,NAP1L4
17362,TMSB4X
17363,TMEM256
17369,DENND6B
17373,VCX3B
17374,CDKN1A
17377,ARSH
17380,TECRL
17381,DPF3
17385,ETFRF1
17388,ITSN1
17390,DENND1C
17398,KLRC2
17399,KLRC3
17400,C16orf96
17401,GMNC
17405,NANOGNB
17406,LRRC72
17415,ZNF316
17418,CEMP1
17419,OLIG2
17423,NYNRIN
17424,DNAJC19
17427,SMIM21
17429,C18orf63
17435,SERPINB4
17436,SERPINB5
17450,ATP10A
17455,COL6A6
17458,TMEM200C
17460,HLA-A
17466,VGLL3
17468,TRIM71
17469,ZCWPW2
17475,DIO2
17484,PRR22
17485,TAS2R19
17486,TAS2R50
17492,CTAGE1
17493,KRTAP4-11
17494,KRTAP4-9
17500,KRTAP3-3
17504,MAP10
17510,ZNF611
17512,SYT3
17518,SCAF8
17520,ACKR1
17521,ZNF254
17529,MLLT11
17541,NRAS
17546,CHUK
17549,COG8
17550,ARHGAP19
17551,HAUS7
17555,PVRIG
17561,SIPA1
17562,ERV3-1
17567,RBMXL1
17585,NCKIPSD
17587,TREX1
17597,GTF2H4
17600,ZNF845
17602,CEACAM18
17605,UBD
17608,SLC23A3
17612,MDP1
17618,HBE1
17621,ITGA1
17622,RP2
17623,ZNF726
17624,ZNF99
17627,ZNF90
17630,MEF2B
17633,REPIN1
17643,WEE2
17645,LYRM4
17649,ALG3
17655,MINDY4B
17662,SPDYE3
17666,SOGA3
17674,GNAT3
17675,AS3MT
17677,PLIN5
17682,PPME1
17686,NUTM2D
17690,ZNF727
17699,CAPN14
17706,FER1L6
17709,RAD51AP2
17714,PNMA6E
17715,SPATA31D1
17719,ARHGEF28
17720,TBC1D26
17725,ACSM4
17727,COL28A1
17730,NEURL4
17731,GRID2IP
17733,UBXN2B
17739,MUC5AC
17744,GRXCR1
17748,GOLGA8B
17749,KCNU1
17751,GAGE10
17753,DDX3X
17754,VPS16
17763,ZNF407
17764,NPEPL1
17768,SKOR2
17785,RPTN
17788,C1orf167
17789,TTC34
17795,CCDC7
17796,FNIP1
17802,TENM3
17804,TDRD15
17815,LINGO3
17820,EBF2
17823,PSG3
17824,FANCG
17829,C2orf16
17835,PLXNA4
17839,PSG7
17841,OR3A2
17849,PPP2R2A
17851,ZNF880
17860,XKR9
17862,SLC12A8
17867,OR4E2
17870,MYBPHL
17873,ZNF630
17876,FAM185A
17881,POTEJ
17884,USP17L2
17886,VPS52
17888,ZNF844
17893,EBLN1
17894,HBD
17896,ZNF735
17897,RFPL4A
17899,SUPT20HL1
17917,NPIPA3
17921,PRRT4
17922,PPP4R3C
17924,PNMA6F
17926,PLEKHM1
17928,TDGF1P3
17933,ZNF469
17939,ERCC6
17940,FRG2B
17943,ELFN1
17951,CROCC2
17952,DCAF8L1
17957,KIF4B
17961,TAS2R46
17962,SRRM5
17966,ERVMER34-1
17972,ANHX
17973,ZNF717
17979,PARG
17980,AKR1B15
17983,LTB
17994,OR2M3
17997,FAM174C
18016,RFPL4AL1
18019,PATL2
18027,ZNF492
18028,ZNF688
18041,SPATA31C1
18045,SPDYE21
18047,ANKRD18B
18054,SETSIP
18063,PLSCR5
18072,CPS1
18075,PSG4
18078,MAGEB6B
18084,DYTN
18094,AJM1
18097,HLA-DQB2
18099,TNF
18100,PET117
18113,GPX1
18137,ZNF879
18141,KBTBD13
18142,ZNF736
18147,OR10G8
18148,MCIDAS
18150,NPIPB2
18151,HLA-B
18153,IQCM
18160,ANKRD65
18162,ZSCAN31
18168,KDM4E
18173,NFAM1
18179,KIAA0040
18181,B3GALT4
18192,PPIAL4G
18202,ZNF853
18204,ARHGEF38
18206,CTAGE9
18222,ZNF737
18229,HLA-DQA2
18231,KIFC1
18242,LRRC37A2
18246,OR2W3
18248,TXNDC5
18250,RNF103
18251,RBM14
18254,PCDHA13
18270,GET4
18273,ADSL
18275,LILRA4
18278,AMY2B
18288,LCE1F
18289,KIR3DL2
18294,L1TD1
18298,PNMA2
18299,LRRD1
18300,KRBOX1
18304,RDH14
18305,KRTAP4-7
18310,UGT1A9
18313,OR14A2
18317,KRTAP5-8
18318,KRTAP4-16
18329,ARHGAP8
18336,INMT
18348,PI4KA
18350,HYPK
18356,PSG1
18357,ARFGAP3
18362,UGT1A8
18363,EIF3A
18365,PCDHGC4
18369,UGT1A10
18371,HLA-DMB
18375,CCDC169
18377,AP5Z1
18378,ZNF709
18379,STRC
18381,ERVW-1
18383,PRAMEF4
18387,MICAL3
18389,PCDHAC2
18392,VSIG8
18398,NAA80
18414,LEFTY1
18415,CFAP57
18416,NPIPB5
18420,KIR2DL3
18426,ZNF512
18427,GSTA1
18428,RTL9
18439,UGT1A7
18440,P2RY11
18450,ETV5
18452,CFHR1
18453,RBM12
18456,LILRA6
18467,PTCHD4
18468,C4B
18473,CEBPA
18475,UBAP1L
18477,ZCCHC3
18481,USP51
18485,ADH1C
18489,CDK11B
18490,PCDHAC1
18494,PCP4L1
18498,LY75-CD302
18501,C4orf54
18502,ACTN3
18507,FMN1
18517,PCDHA11
18525,ZNF324B
18533,FER1L5
18546,TMEM158
18548,YJEFN3
18549,PCDHA10
18555,ZNF718
18558,GYPB
18561,KIAA1210
18565,GPR162
18573,SELENOP
18577,PRODH2
18589,ZNF345
18595,ZNF550
18597,FOXD1
18602,PRB2
18603,PCDHA12
18605,OC90
18606,RGS21
18607,PCDHGA12
18608,C8orf88
18613,PCDHGB6
18619,PCDHGA5
18621,PCDHGA7
18623,SLC10A5
18628,PRKDC
18629,PCDHGA6
18630,PCDHGA8
18632,ETV3L
18633,PCDHGA10
18634,PCDHGA11
18635,PCDHGB2
18636,PCDHGB4
18638,ZNF260
18639,LYN
18643,NPIPB11
18646,PCDHGA3
18647,LRRC24
18657,SIGLEC12
18658,PABPC4L
18662,MAGEL2
18666,RTL1
18672,IGLL5
18690,DPP3
18693,KRTAP5-1
18714,OR8G5
18721,TAS2R43
18724,HCAR3
18725,PCDHA3
18751,CYP2A6
18757,ZNF432
18759,TAS2R30
18761,ZNF10
18762,ZNF486
18765,ZNF225
18767,ASIC5
18769,TAS2R31
18771,SALL3
18780,CLEC12B
18782,ZNF350
18785,ZNF253
18786,KLRF2
18787,C17orf100
18791,SLC5A8
18803,LSM14A
18811,ZBED6
18812,MGAM
18818,ZNF878
18825,MGAM2
18828,CUX1
18835,OR9A4
18843,PPT2
18844,ZNF578
18864,TRIM34
18877,DUXA
18879,CEP95
18893,ELN
18897,ITGB3
18916,SLC22A31
18921,TGFBR3L
18925,SPDYE6
18934,MRC1
18940,KCNJ18
18944,ANKRD20A1
18946,TLE7
18959,EPPK1
18961,ZNF865
18964,MUC22
18969,TUBB8
18984,GOLGA8S
18988,GOLGA8H
19003,PCDHGB3
19004,CORO7
19008,MMP12
19016,PCDHGA4
19019,SPON1
19028,GTF2I
19029,ZNF234
19030,CSNK2B
19037,IKBKE
19044,NBPF11
19047,KRT222
19053,MYH4
19054,OTUD7B
19058,GJA5
19064,TIMM23
19075,BAHCC1
19079,STRADA
19085,NBPF15
19086,NCOA4
19088,GDF10
19089,MYO15B
19098,ZNF850
19118,ZNF585B
19124,ZNF285
19125,S1PR2
19133,ZNF224
19146,MAGEA9B
19149,NBPF12
19151,GABRQ
19168,SSX2
19179,ZNF723
19189,ERVV-2
19191,SPANXN2
19196,ZNF728
19199,TRABD2B
19211,SPIB
19219,ERVV-1
19226,ZIM2
19228,NBPF9
19231,SLC25A53
19240,LUC7L2
19241,MEI4
19258,NBPF14
19259,TAF15
19261,GAS2L2
19267,CTAGE15
19273,NBPF19
19274,NBPF10
19284,SYNCRIP
19297,KMT2B
19298,POM121C
19306,ZNF595
19310,PCDHB16
19322,CEP43
19329,GRIN2B
19354,AGBL1
19355,H4C12
19359,EPOP
19369,CEACAM20
19370,H2BC8
19378,H3C8
19397,H2BC6
19401,TPTE
19410,DGKK
19425,TBC1D3B
19433,ZNF280B
19435,MLLT6
19439,PPP4R3B
19448,KCNMB2
19450,H2AC15
19453,PRAG1
19454,H3C11
19458,HNF1B
19467,XKR5
19475,H2BC9
19477,CCL15
19480,HNRNPCL2
19482,RIMBP3
19484,ARHGAP23
19485,TUBGCP5
19487,PRSS2
19493,SPATA31A3
19496,DUSP14
19503,OR13C2
19504,H4C9
19505,PIK3R6
19506,TADA2A
19513,H2AC14
19516,H2BC3
19523,PCDHGB5
19527,DACH1
19529,PADI6
19533,H4C5
19544,H2BC7
19547,SRCIN1
19548,GPR179
19560,NEFL
19570,H3C7
19578,SRD5A2
19585,DDX52
19592,SSTR3
19599,ZNF229
19609,ACACA
19612,H2BC10
19619,GOLGA6L4
19620,H2AC17
19623,H4C2
19627,H3C10
19633,OR51B2
19642,OR2T11
19645,OR2AG1
19658,PCDH20
19750,EXOC3L2
19820,C2orf81
19869,OR8S1
19888,CCDC39
19920,DDIT3
19930,ABCF2
20013,SNRPD3
20041,H3C2
20044,H3C3
20155,PRRC2B
20156,UGT1A3
20169,CTAGE4
20189,ZNF689
20233,HOMEZ
20240,ZNF568
